Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	stationaryDist[1]	stationaryDist[2]	tree_length
22572	-962.2771	-1026.947	64.67014	0.00025857	0.0137608	0.0166431	0.0227288	0.0202867	0.0029379	0.00462884	0.0882898	0.000126917	0.0160054	0.0424426	0.00281128	0.00060362	0.000599654	0.00574239	0.00608545	0.00760996	0.006798	0.00359823	0.0127997	0.0384084	0.00103154	0.00191732	0.0463621	0.00179506	0.00318071	0.00628168	0.00697423	0.00322112	0.0280389	0.0221709	0.0328265	0.0235579	0.0170547	0.18428	0.0708693	0.0530956	0.000628969	0.0424606	0.0370657	0.037162	0.000671936	0.0843832	0.0853359	0.00552738	0.0135783	0.0164899	0.0398371	0.114823	0.367631	2.18569	0.2162353	1.783765	0.286799	0.543825	0.826929	1.20929	1.83883	3.48677	0.9030949	8.249183	0.3153727	0.000199855	0.010636	0.0128639	0.0175676	0.0156801	0.00227077	0.00357775	0.0682413	9.80968e-05	0.012371	0.0328049	0.00217291	0.000466553	0.000463487	0.00443843	0.00470359	0.00588192	0.00525434	0.00278116	0.00989318	0.0296867	0.000797306	0.00148194	0.0358344	0.00138744	0.00245845	0.00485526	0.00539055	0.00248968	0.0216719	0.0171364	0.0253724	0.0182085	0.013182	0.142435	0.0547766	0.0410389	0.000486145	0.0328188	0.028649	0.0287234	0.000519355	0.0652218	0.0659582	0.00427225	0.010495	0.0127454	0.030791	0.0887495	0.891882	0.108118	1.293788
22608	-963.4431	-1027.981	64.53819	0.00677688	0.00174179	0.0159382	0.00431866	0.0398344	0.00699403	0.00271704	0.125526	0.000686003	0.0319356	0.037968	0.00497044	0.0024774	0.000187617	0.00928494	0.0165009	0.00125615	0.00968327	0.00487272	0.028539	0.014964	0.00179481	0.00541494	0.01639	0.00355477	0.0148086	0.0185342	0.0484908	0.00902332	0.011412	0.0116569	0.0786147	0.0234135	0.0257132	0.144778	0.135617	0.0574896	0.00918	0.059598	0.0606518	0.0419364	0.00799159	0.0348542	0.176993	0.0253837	0.018854	0.0224321	0.0454657	0.126561	0.443115	2.04416	0.2562889	1.743711	0.3639	0.610787	0.857436	1.16627	1.63723	2.74801	0.7309328	6.803693	0.4064457	0.00422556	0.00108605	0.00993788	0.0026928	0.0248378	0.00436096	0.00169414	0.0782687	0.000427741	0.0199127	0.0236741	0.0030992	0.00154472	0.000116984	0.0057894	0.0102888	0.000783241	0.00603777	0.00303827	0.0177948	0.00933043	0.00111911	0.00337636	0.0102196	0.00221649	0.00923356	0.0115565	0.0302353	0.00562628	0.0071157	0.0072684	0.0490183	0.0145989	0.0160329	0.0902732	0.084561	0.0358463	0.00572397	0.0371609	0.037818	0.0261484	0.00498297	0.0217325	0.11036	0.0158274	0.011756	0.013987	0.0283491	0.0789138	0.871856	0.128144	1.603781
22644	-965.6236	-1030.353	64.72981	0.00261402	0.00173508	0.00298739	0.0111842	0.0179538	0.00411391	0.00663752	0.0482438	0.00655127	0.00975393	0.0593822	0.00213079	0.00534602	0.0014791	0.00394266	0.0281924	0.000308203	0.00405058	0.00961558	0.0133757	0.010291	0.00386237	0.00446705	0.00606224	0.00235558	0.0211443	0.0229597	0.198017	0.0131461	0.0387092	0.0179149	0.0424159	0.0159479	0.015566	0.179405	0.12833	0.0688462	0.00467932	0.051129	0.0284607	0.0222136	0.0106426	0.0634686	0.0153697	0.0295596	0.0157944	0.00888892	0.070628	0.109138	0.402196	2.12088	0.297371	1.702629	0.222348	0.480337	0.795515	1.25705	2.08187	4.49746	1.087143	5.725605	0.3555681	0.00179164	0.00118922	0.00204754	0.00766562	0.0123055	0.00281966	0.00454933	0.0330661	0.00449021	0.0066853	0.0407003	0.00146044	0.00366414	0.00101377	0.00270229	0.019323	0.000211241	0.00277625	0.00659048	0.00916764	0.00705338	0.00264726	0.0030617	0.00415503	0.00161451	0.0144922	0.0157365	0.13572	0.00901028	0.0265311	0.0122788	0.0290717	0.0109307	0.0106689	0.122963	0.0879571	0.0471869	0.00320718	0.0350436	0.0195069	0.0152251	0.00729438	0.0435011	0.0105343	0.02026	0.0108254	0.00609243	0.0484081	0.0748024	0.851314	0.148686	1.459011
22680	-968.4572	-1033.378	64.92097	0.000271775	0.00139895	0.00559277	0.00223123	0.022848	0.00202418	0.00188291	0.0427411	0.00188507	0.00481586	0.00809112	0.00154011	0.000306217	0.00313896	8.123e-05	0.0180204	1.25458e-05	0.00533734	0.0226348	0.00200703	0.0165217	0.0114503	0.00469594	0.0102284	0.00165518	0.00413394	0.0096593	0.0651573	0.00340233	0.0190756	0.0101513	0.032192	0.0176947	0.0129597	0.0842434	0.0255408	0.0155735	0.00282785	0.026353	0.0190918	0.0119396	0.00565871	0.0294876	0.00780434	0.00911812	0.00396271	0.000531627	0.0247362	0.0676247	0.437953	2.05384	0.2492107	1.750789	0.167575	0.418451	0.762009	1.31232	2.38977	5.96748	1.291636	7.025337	0.3998182	0.000388065	0.00199755	0.00798587	0.00318595	0.0326245	0.00289031	0.00268859	0.0610296	0.00269168	0.00687652	0.0115532	0.00219911	0.000437244	0.0044821	0.000115988	0.0257312	1.79141e-05	0.00762114	0.0323201	0.00286582	0.0235913	0.0163497	0.0067053	0.0146051	0.00236342	0.00590281	0.0137924	0.0930376	0.00485815	0.0272379	0.0144949	0.0459666	0.0252661	0.018505	0.12029	0.0364695	0.0222372	0.00403787	0.0376292	0.027261	0.0170485	0.00808002	0.0421051	0.0111437	0.0130197	0.00565832	0.000759106	0.0353207	0.0965608	0.875395	0.124605	0.7003333
22716	-971.3101	-1036.198	64.8876	0.0063874	0.00318278	0.00796219	0.00743959	0.0109399	0.00348151	0.00216381	0.0739665	0.00743361	0.00833418	0.034342	0.00513888	0.00106993	0.0108812	0.00478215	0.0275906	0.000163897	0.00924883	0.0120013	0.0202597	0.028592	0.0479839	0.00461336	0.015271	0.00383709	0.00336092	0.0145544	0.0528084	0.00207614	0.0115616	0.0239571	0.0238103	0.0177673	0.00831905	0.110006	0.0702295	0.0329259	0.00547419	0.0332459	0.0292297	0.0255061	0.00365194	0.0513304	0.0381068	0.006175	0.00851108	0.00937	0.0331686	0.0490155	0.310641	2.29255	0.2254264	1.774574	0.186735	0.441139	0.774665	1.29088	2.26686	5.35518	1.213355	7.872077	0.2540628	0.00625462	0.00311662	0.00779667	0.00728493	0.0107125	0.00340914	0.00211883	0.0724289	0.00727908	0.00816093	0.0336281	0.00503205	0.00104769	0.010655	0.00468274	0.027017	0.00016049	0.00905657	0.0117518	0.0198385	0.0279977	0.0469865	0.00451746	0.0149535	0.00375732	0.00329105	0.0142518	0.0517106	0.00203298	0.0113213	0.0234591	0.0233154	0.0173979	0.00814611	0.107719	0.0687696	0.0322414	0.0053604	0.0325548	0.0286221	0.0249759	0.00357602	0.0502633	0.0373147	0.00604664	0.00833415	0.00917521	0.0324791	0.0479966	0.887287	0.112713	1.021229
22752	-984.5294	-1049.063	64.53373	9.25192e-05	0.00239467	0.00083205	0.00301494	0.0029955	0.00525706	0.00058449	0.0228262	0.00108629	0.00830172	0.0168891	0.00184468	0.00488708	0.00568502	0.0029287	0.00246782	0.000155934	0.0106773	0.0165789	0.00584488	0.00519178	0.0304069	0.00584713	0.00341282	0.00538669	0.00310722	0.0154618	0.0288359	0.0019181	0.00251838	0.00673959	0.0268164	0.00459747	0.00982893	0.0423107	0.0422654	0.00944582	0.00253695	0.0151658	0.0154758	0.0121271	0.000753042	0.00539359	0.00482627	0.00252287	0.00779752	0.000142499	0.0182716	0.017344	0.355086	2.20921	0.1832303	1.81677	0.140296	0.383718	0.741685	1.34828	2.60608	7.12776	1.420105	9.915225	0.3013678	0.000200348	0.0051856	0.00180178	0.00652877	0.00648667	0.011384	0.0012657	0.0494296	0.00235233	0.0179772	0.0365729	0.0039946	0.0105828	0.0123108	0.00634202	0.00534399	0.000337671	0.0231214	0.0359011	0.0126569	0.0112427	0.0658454	0.0126618	0.00739037	0.0116647	0.00672859	0.0334821	0.0624433	0.00415358	0.00545348	0.0145944	0.0580701	0.0099557	0.0212843	0.0916227	0.0915246	0.0204547	0.00549371	0.0328411	0.0335124	0.026261	0.00163069	0.0116797	0.0104511	0.0054632	0.0168853	0.000308578	0.0395667	0.0375579	0.908385	0.0916152	0.4617929
22788	-978.1676	-1043.04	64.87199	0.000206646	0.0087791	0.0133986	0.0047763	0.00845431	0.0186709	0.00571636	0.0477672	0.00484125	0.00790706	0.045628	0.00249826	0.0106334	0.00960424	0.00349056	0.00776389	0.000906444	0.0270831	0.0312552	0.0117287	0.0354154	0.0240459	0.0276863	0.00530789	0.000921066	0.0108604	0.0330736	0.0841312	0.0087402	0.0202518	0.0161881	0.0457158	0.0150554	0.0175739	0.162395	0.0887949	0.0377991	0.0225787	0.0492289	0.0535902	0.0290506	0.00756234	0.103663	0.0112529	0.0227043	0.00294918	0.000114044	0.05035	0.0551058	0.632252	1.68953	0.39548	1.60452	0.234261	0.492721	0.801857	1.2471	2.02955	4.26875	1.049405	4.057146	0.70166	0.000157358	0.00668519	0.0102029	0.0036371	0.00643786	0.0142177	0.00435295	0.0363742	0.00368656	0.00602114	0.0347452	0.0019024	0.0080972	0.00731352	0.00265802	0.00591212	0.000690248	0.0206235	0.0238005	0.00893129	0.0269685	0.0183107	0.0210828	0.0040419	0.000701381	0.00827004	0.0251852	0.064065	0.00665556	0.0154215	0.012327	0.0348121	0.0114645	0.0133824	0.123662	0.0676163	0.0287836	0.0171934	0.0374873	0.0408084	0.0221217	0.00575864	0.0789386	0.00856896	0.0172891	0.00224577	8.68431e-05	0.038341	0.0419625	0.80226	0.19774	1.313216
22824	-974.9091	-1039.299	64.39033	0.00331453	0.00536691	0.0236803	0.0202332	0.0268923	0.0131714	0.014788	0.0786577	0.00689085	0.0473413	0.0416556	0.00434002	7.76494e-05	0.0199563	0.00505008	0.025011	0.00494681	0.00289896	0.0118558	0.03986	0.00679042	0.0178956	0.0237415	0.0217589	0.0020762	0.0193963	0.0461693	0.208135	0.043674	0.0530059	0.0277904	0.0508749	0.0164072	0.0478469	0.232497	0.165277	0.0421893	0.00497956	0.0882251	0.0350314	0.0090679	0.00158669	0.133598	0.0191894	0.0351786	0.0133491	0.00215425	0.0701835	0.257355	0.661948	1.63385	0.5279565	1.472044	0.306228	0.561491	0.835217	1.19729	1.78097	3.26554	0.8556986	2.788191	0.7596492	0.00158483	0.00256616	0.0113226	0.00967443	0.0128584	0.00629783	0.00707084	0.0376098	0.00329483	0.022636	0.0199175	0.00207516	3.71277e-05	0.00954203	0.00241467	0.0119589	0.00236529	0.00138612	0.00566879	0.0190589	0.00324681	0.0085567	0.0113519	0.0104039	0.000992728	0.00927425	0.0220756	0.0995187	0.0208825	0.0253445	0.0132879	0.0243256	0.00784503	0.0228778	0.111168	0.0790267	0.0201726	0.00238095	0.0421844	0.0167501	0.00433578	0.000758667	0.0638791	0.00917534	0.0168205	0.00638281	0.00103004	0.0335579	0.123053	0.736022	0.263978	2.091413
22860	-973.8633	-1038.617	64.75321	0.0124627	0.00822987	0.00906568	0.0114272	0.024077	0.00399394	0.00398038	0.0647685	8.2453e-06	0.0272374	0.00964191	0.0083384	0.00163108	0.00541915	0.00635601	0.0117312	0.00898885	0.00687513	0.0178015	0.0166371	0.0190427	0.0242881	0.0176093	0.0838621	0.00198772	0.00395843	0.0310749	0.129653	0.0146913	0.0305926	0.015378	0.0412554	0.0377817	0.0354063	0.169671	0.0824039	0.0547753	0.00235057	0.0437113	0.0670334	0.0330819	0.00103516	0.0289603	0.0194197	0.0284909	0.0382246	0.00118365	0.0331577	0.0410568	0.622454	1.7079	0.3331561	1.666844	0.327461	0.580153	0.843781	1.18514	1.72368	3.0538	0.8072236	5.003192	0.6833543	0.00896718	0.00592158	0.00652297	0.00822212	0.017324	0.00287374	0.00286398	0.0466025	5.93268e-06	0.0195979	0.00693758	0.00599967	0.0011736	0.00389921	0.0045733	0.00844086	0.00646769	0.00494681	0.0128086	0.0119708	0.0137017	0.0174759	0.0126703	0.0603407	0.00143021	0.00284819	0.0223591	0.0932883	0.0105707	0.0220121	0.0110648	0.0296842	0.0271849	0.0254757	0.122082	0.0592915	0.0394121	0.00169129	0.0314513	0.0482321	0.0238032	0.000744819	0.0208376	0.0139729	0.0204998	0.0275035	0.000851667	0.0238578	0.0295413	0.833422	0.166578	1.389809
22896	-961.4855	-1025.881	64.39584	0.00534307	0.00513174	0.00750834	0.00357675	0.0342517	0.00665349	0.017453	0.0634131	0.000545664	0.013109	0.0238868	0.00387404	0.00140816	0.00920289	0.000391549	0.0338013	0.00164409	0.0130648	0.0201884	0.00757039	0.0804938	0.0340387	0.00336032	0.00463954	0.00174232	0.00664325	0.0238304	0.135492	0.00548467	0.009365	0.00710794	0.0596297	0.0276227	0.0342112	0.247638	0.143664	0.0494732	0.00228312	0.0503655	0.0398736	0.0327884	0.0079342	0.104462	0.0200013	0.035758	0.0549723	0.0140512	0.0553402	0.0473606	0.488547	1.95897	0.278532	1.721468	0.291102	0.547789	0.828805	1.20656	1.82552	3.43522	0.8923256	6.180504	0.4676048	0.00331529	0.00318416	0.00465881	0.00221931	0.0212526	0.00412838	0.0108293	0.0393468	0.000338576	0.00813393	0.0148214	0.00240378	0.000873743	0.00571024	0.00024295	0.0209731	0.00102013	0.00810647	0.0125266	0.0046973	0.0499451	0.0211204	0.00208502	0.00287876	0.00108108	0.00412203	0.0147864	0.0840708	0.00340315	0.00581083	0.00441036	0.0369993	0.0171395	0.0212275	0.153655	0.089141	0.0306973	0.00141664	0.031251	0.0247409	0.0203447	0.00492304	0.0648172	0.0124105	0.0221872	0.0341094	0.00871853	0.0343377	0.0293865	0.860734	0.139266	1.611646
22932	-961.557	-1026.72	65.16317	0.001668	0.0103646	0.0181529	0.00959317	0.0132446	0.000809308	0.00539424	0.0552521	0.013124	0.0121876	0.0477423	0.000739407	0.000710172	0.00294293	0.000184094	0.0207261	0.00530254	0.00602608	0.0225594	0.00270814	0.0296379	0.0642034	0.00538662	0.000912632	0.000178498	0.0107196	0.00376848	0.0592703	0.0107869	0.0125255	0.0192932	0.0295166	0.0172871	0.0176641	0.145459	0.0525068	0.0650257	0.000229552	0.0243084	0.0216929	0.0136922	0.00030024	0.0358167	0.00788241	0.0266037	0.0840726	0.020539	0.0390579	0.076665	0.49234	1.95186	0.3424289	1.657571	0.232132	0.490532	0.800745	1.24884	2.0386	4.30789	1.056004	4.840629	0.4729516	0.00145749	0.00905656	0.0158619	0.00838245	0.011573	0.000707168	0.00471345	0.0482789	0.0114676	0.0106495	0.0417169	0.000646089	0.000620544	0.00257151	0.00016086	0.0181103	0.00463333	0.00526555	0.0197123	0.00236636	0.0258974	0.0561005	0.00470679	0.000797453	0.000155971	0.0093667	0.00329287	0.05179	0.00942551	0.0109447	0.0168583	0.0257914	0.0151054	0.0154347	0.127101	0.0458801	0.0568191	0.000200581	0.0212406	0.0189551	0.0119642	0.000262348	0.0312964	0.0068876	0.0232462	0.0734621	0.0179469	0.0341286	0.0669894	0.828786	0.171214	1.144435
22968	-975.6763	-1041.123	65.44624	0.00509426	0.00601286	0.0210908	0.0111749	0.0105878	0.0028949	0.00687716	0.0410128	0.0148411	0.00851077	0.0288772	0.00256698	0.00251332	0.00766003	0.0019368	0.00088668	0.00321554	0.00367169	0.01045	9.87309e-05	0.0192331	0.0047647	0.00944287	0.00016607	0.000485369	0.00419056	0.00569127	0.0414683	0.00224767	0.0184866	0.018616	0.0368793	0.0150311	0.0237607	0.102143	0.027555	0.0423693	0.000968023	0.0263851	0.0235567	0.0146678	0.000999113	0.0144198	0.00656443	0.0151436	0.067765	0.0227448	0.03243	0.0446048	0.403954	2.11759	0.3330357	1.666964	0.177782	0.430694	0.768895	1.30057	2.32184	5.62486	1.248882	5.005362	0.3576783	0.00611737	0.00722045	0.0253265	0.0134192	0.0127142	0.0034763	0.00825833	0.0492496	0.0178218	0.01022	0.0346768	0.00308253	0.00301808	0.00919844	0.00232577	0.00106476	0.00386133	0.0044091	0.0125487	0.00011856	0.0230957	0.00572161	0.0113393	0.000199423	0.000582848	0.00503218	0.00683428	0.0497966	0.00269908	0.0221993	0.0223547	0.0442859	0.0180499	0.0285327	0.122656	0.033089	0.0508786	0.00116244	0.0316841	0.0282877	0.0176136	0.00119977	0.0173158	0.00788279	0.0181849	0.0813746	0.0273127	0.0389431	0.053563	0.833482	0.166518	0.8327538
23004	-979.935	-1045.184	65.24934	0.0227089	0.0156631	0.00446294	0.00902226	0.00459661	0.000622639	0.00260501	0.0436484	0.0037995	0.0266715	0.00325633	0.00831488	0.00627444	0.0102245	0.00201099	0.00381029	0.00702476	0.00663635	0.0102138	0.00663236	0.0134655	0.00672622	0.0074312	0.00136556	0.00107697	0.0163715	0.00803283	0.0293878	0.048861	0.0187074	0.0667392	0.00738378	0.00587295	0.102454	0.0185767	0.0121634	0.00872112	0.0519478	0.108289	0.0229039	0.0469969	0.0511233	0.0334907	0.0192581	0.00760638	0.00516883	0.0159375	0.0481265	0.0645941	0.564204	1.81712	0.4114287	1.588571	0.187526	0.442049	0.775163	1.29005	2.26219	5.3326	1.210301	3.86111	0.5821755	0.0216899	0.0149603	0.00426268	0.00861741	0.00439035	0.0005947	0.00248812	0.0416898	0.00362901	0.0254747	0.00311021	0.00794178	0.0059929	0.00976566	0.00192075	0.00363932	0.00670954	0.00633857	0.00975546	0.00633476	0.0128613	0.0064244	0.00709775	0.00130428	0.00102865	0.0156369	0.00767238	0.0280691	0.0466685	0.0178679	0.0637445	0.00705246	0.00560942	0.0978566	0.0177432	0.0116176	0.00832979	0.0496168	0.10343	0.0218762	0.0448881	0.0488293	0.0319879	0.018394	0.00726507	0.0049369	0.0152224	0.0459669	0.0616957	0.794286	0.205714	1.04698
23040	-990.5167	-1054.361	63.84429	0.00213621	0.00258045	0.00514117	0.00462895	0.00646218	0.00543982	0.00615671	0.035082	0.000411934	0.0101672	0.00208048	0.00349522	0.000776227	0.00102415	0.00321625	0.00104961	0.00301283	0.00619195	0.0124126	0.000153094	0.0224212	0.00893177	0.000547376	0.00330359	0.00182627	0.00245731	0.00179745	0.0162211	0.0268172	0.0116009	0.00706438	0.000455578	0.00190972	0.022505	0.00502916	0.00790451	0.00666447	0.0285456	0.0241368	0.00455585	0.0106454	0.0441418	0.0126523	0.0116349	0.00188588	0.000936487	0.00727394	0.0131695	0.016633	0.495817	1.94534	0.1548884	1.845112	0.132563	0.373253	0.735314	1.35996	2.67915	7.54358	1.461103	11.91253	0.4778889	0.00490759	0.00592814	0.011811	0.0106342	0.0148458	0.0124971	0.014144	0.080595	0.000946348	0.0233574	0.00477955	0.00802969	0.00178325	0.00235281	0.00738878	0.00241131	0.00692146	0.014225	0.0285159	0.000351707	0.051509	0.0205192	0.0012575	0.00758943	0.00419554	0.00564525	0.00412934	0.0372653	0.0616081	0.0266511	0.0162292	0.00104661	0.00438727	0.0517016	0.0115536	0.0181593	0.0153105	0.0655787	0.0554502	0.0104663	0.024456	0.101408	0.0290666	0.0267293	0.00433249	0.00215142	0.0167107	0.0302546	0.0382115	0.922556	0.0774442	0.4352875
23076	-960.432	-1024.48	64.04829	0.000695319	0.00292028	0.00229184	0.00438582	0.00697883	0.00209348	0.00106246	0.0269749	0.000687386	0.00584424	0.00750183	0.00197023	0.000643034	0.000624031	0.00176277	0.000100889	0.000456651	0.00379108	0.00132119	0.000501635	0.017365	0.0111661	8.10781e-05	0.00584169	0.000904409	0.00212245	0.00414407	0.0158648	0.0216364	0.00621183	0.0172478	0.000117094	0.0367808	0.00468232	0.00547527	0.0023049	0.0039545	0.0254756	0.0143106	0.00239581	0.0160369	0.0350473	0.00899317	0.0100671	0.00142171	0.000333754	0.00265476	0.0130146	0.0164214	0.492518	1.95153	0.1878978	1.812102	0.11357	0.346138	0.718215	1.39234	2.88902	8.80515	1.572919	9.644085	0.4732035	0.00185576	0.00779404	0.00611678	0.0117055	0.018626	0.00558736	0.00283563	0.0719944	0.00183459	0.0155979	0.0200219	0.00525842	0.00171622	0.0016655	0.00470472	0.000269266	0.00121877	0.0101181	0.00352618	0.00133883	0.0463462	0.0298015	0.000216392	0.0155911	0.00241381	0.00566468	0.0110603	0.0423422	0.057746	0.016579	0.0460333	0.000312516	0.0981654	0.0124968	0.0146131	0.00615162	0.0105543	0.0679927	0.0381941	0.00639427	0.0428015	0.093539	0.0240022	0.0268685	0.00379446	0.000890769	0.00708537	0.0347352	0.0438278	0.906051	0.0939489	0.3746813
23112	-967.9852	-1033.525	65.53961	0.00344846	7.56881e-05	0.00961968	0.000517383	0.0187517	0.00128722	0.00620865	0.0200799	0.00389874	0.00586999	0.0226639	0.00402221	0.00237915	0.000316786	0.00392534	2.76328e-05	0.00451187	0.00367607	0.000896452	0.00662265	0.0255554	0.0265613	0.00339708	0.00906108	0.00380567	0.00507016	0.0140886	0.0395042	0.0411274	0.0120392	0.029874	0.0047798	0.0828898	0.0111895	0.0160958	0.00635315	0.00607211	0.0495109	0.0168508	0.00512486	0.0222353	0.0787278	0.0231805	0.0180621	0.00900459	0.000277072	0.00083345	0.0188288	0.0265783	0.411312	2.10379	0.3967507	1.603249	0.124187	0.361559	0.728048	1.37354	2.7658	8.05234	1.508295	4.040949	0.3665813	0.00475336	0.000104329	0.0132598	0.000713162	0.0258474	0.00177431	0.008558	0.0276781	0.00537403	0.0080912	0.0312399	0.00554421	0.00327942	0.000436658	0.00541069	3.80891e-05	0.00621916	0.0050671	0.00123567	0.00912867	0.0352255	0.0366121	0.00468253	0.0124898	0.00524574	0.00698871	0.0194198	0.0544526	0.05669	0.0165949	0.0411784	0.00658848	0.114255	0.0154236	0.0221864	0.00875719	0.0083698	0.0682459	0.0232272	0.00706412	0.0306492	0.108519	0.0319521	0.0248968	0.0124119	0.000381917	0.00114883	0.0259537	0.0366356	0.801625	0.198375	0.7254783
23148	-968.9887	-1033.771	64.78205	0.00314488	0.00161243	0.00850244	0.0130305	0.0251354	0.000982659	0.000967639	0.0472741	0.0247614	0.0237523	0.038383	0.00379021	0.000858539	0.00176292	0.0123899	0.0001988	0.000292429	0.0040365	0.00578918	0.0127904	0.031044	0.0286582	0.00783023	0.00503014	0.0103944	0.0115473	0.00735169	0.0586378	0.0726736	0.0165804	0.044121	0.0185894	0.0693876	0.0171049	0.0110331	0.0143897	0.00281092	0.0421009	0.00313876	0.0176252	0.0380319	0.225697	0.0415845	0.0184949	0.00664438	0.00773332	0.0104934	0.0323613	0.0506636	0.564472	1.81661	0.2954622	1.704538	0.248732	0.507337	0.809204	1.23578	1.97107	4.02039	1.006063	5.769056	0.5826143	0.00273181	0.00140064	0.00738566	0.011319	0.0218339	0.000853589	0.000840542	0.0410647	0.021509	0.0206325	0.0333415	0.00329238	0.000745772	0.00153136	0.0107625	0.000172688	0.000254019	0.00350631	0.00502878	0.0111104	0.0269664	0.024894	0.00680174	0.00436944	0.00902915	0.0100306	0.00638606	0.0509358	0.0631281	0.0144026	0.0383258	0.0161477	0.0602737	0.0148582	0.00958393	0.0124997	0.00244171	0.036571	0.00272649	0.0153101	0.0330364	0.196052	0.0361225	0.0160656	0.00577165	0.00671756	0.00911513	0.0281107	0.044009	0.852269	0.147731	1.151209
23184	-975.6856	-1040.165	64.4792	0.00152295	0.0391542	0.00813528	0.00284951	0.0127357	0.00497556	0.00906953	0.0243084	0.0119432	0.0249342	0.0404065	0.00394704	0.0102285	0.0103866	0.00470237	0.000226419	0.00257086	0.010466	0.0176489	0.00354688	0.0526681	0.0373416	0.0157862	0.0229068	0.00263951	0.0141557	0.00705072	0.0725607	0.0621494	0.0217331	0.0425429	0.0153648	0.137938	0.0713115	0.00623502	0.0210299	0.0174637	0.0426409	0.00741086	0.0142651	0.0370878	0.189591	0.0736888	0.0256558	0.00697501	0.00912498	0.00343766	0.0569634	0.0489098	0.345657	2.22689	0.2005317	1.799468	0.283088	0.540382	0.825292	1.21169	1.85054	3.53247	0.9125116	8.973484	0.2910367	0.00110328	0.0283646	0.00589348	0.00206428	0.00922617	0.00360447	0.00657028	0.0176099	0.00865203	0.0180632	0.0292719	0.00285937	0.00740991	0.00752444	0.00340656	0.000164026	0.00186242	0.00758196	0.0127855	0.00256948	0.0381546	0.0270515	0.0114361	0.0165945	0.00191215	0.0102549	0.00510779	0.0525655	0.0450232	0.0157442	0.0308195	0.0111308	0.0999269	0.0516605	0.00451687	0.0152348	0.0126513	0.0308905	0.00536868	0.0103341	0.0268677	0.137346	0.0533827	0.018586	0.00505294	0.00661045	0.00249036	0.0412662	0.035432	0.899734	0.100266	1.380387
